login_hour,login_day,is_new_device,is_new_location,is_new_browser,failed_attempts_before,login_frequency,session_duration,typing_speed,mouse_entropy,pages_visited,actions_per_minute,time_since_last_login,is_vpn,country_change,device_type_encoded,hour_sin,hour_cos,is_hijacked
19,2,0,0,0,0,2.77,65.08,31.07,0.3895,13,4.8,5.32,0,0,0,-0.9659258262890684,0.2588190451025203,0
22,6,0,1,0,0,0.97,99.68,56.7,0.6196,3,1.49,42.07,0,0,1,-0.5000000000000004,0.8660254037844384,0
12,3,0,0,0,1,4.65,91.57,45.74,0.3862,2,2.13,26.87,0,0,1,1.2246467991473532e-16,-1.0,0
9,1,0,0,0,0,1.89,21.04,53.73,0.6354,24,2.44,39.8,0,0,1,0.7071067811865476,-0.7071067811865475,0
8,0,0,0,0,0,4.62,63.49,63.01,0.641,10,4.56,1.88,0,0,1,0.8660254037844387,-0.4999999999999998,0
2,6,0,0,0,0,2.11,17.08,47.6,0.4107,18,5.78,37.61,0,0,1,0.49999999999999994,0.8660254037844387,0
13,5,0,0,0,0,2.93,72.04,47.74,0.4456,23,7.79,26.46,0,0,0,-0.2588190451025208,-0.9659258262890683,0
16,1,0,0,0,1,2.63,82.49,46.72,0.5187,18,1.86,15.67,0,0,0,-0.8660254037844385,-0.5000000000000004,0
10,2,0,0,0,0,3.96,64.41,63.14,0.4889,28,9.56,6.61,0,0,2,0.49999999999999994,-0.8660254037844387,0
17,6,0,0,0,0,4.46,21.23,70.23,0.4865,20,3.8,44.13,0,0,2,-0.9659258262890683,-0.25881904510252063,0
17,4,0,0,0,0,4.48,116.03,36.65,0.6914,7,1.84,15.41,0,0,0,-0.9659258262890683,-0.25881904510252063,0
11,2,0,0,0,0,4.47,9.03,62.92,0.6355,4,2.79,3.52,1,0,1,0.258819045102521,-0.9659258262890682,0
5,2,0,0,0,0,3.69,73.93,32.94,0.5549,27,6.2,16.62,0,0,1,0.9659258262890683,0.25881904510252074,0
8,3,0,0,0,0,2.56,51.53,41.63,0.3519,3,2.68,32.83,0,0,2,0.8660254037844387,-0.4999999999999998,0
19,6,0,0,0,0,1.95,58.37,30.33,0.5828,29,1.51,46.69,0,0,0,-0.9659258262890684,0.2588190451025203,0
12,3,0,1,0,0,2.17,116.18,58.26,0.564,13,2.31,32.6,0,0,1,1.2246467991473532e-16,-1.0,0
10,4,0,0,0,0,2.68,12.5,47.95,0.6444,2,5.39,16.1,0,0,0,0.49999999999999994,-0.8660254037844387,0
1,4,1,1,0,4,0.16,10.61,74.61,0.1597,4,22.74,493.69,1,1,1,0.25881904510252074,0.9659258262890683,1
2,4,0,0,0,0,1.11,55.04,32.35,0.5753,11,1.68,27.89,0,0,1,0.49999999999999994,0.8660254037844387,0
1,3,0,1,1,2,0.24,10.49,100.93,0.2818,4,20.5,386.44,0,0,1,0.25881904510252074,0.9659258262890683,1
14,3,0,0,0,1,2.13,112.93,48.92,0.5999,3,6.38,12.85,0,0,1,-0.4999999999999997,-0.8660254037844388,0
11,4,0,0,0,0,3.34,45.54,33.61,0.3623,2,1.92,46.33,0,0,0,0.258819045102521,-0.9659258262890682,0
20,0,0,0,0,1,3.61,36.44,35.85,0.4318,4,7.15,9.39,0,0,0,-0.8660254037844386,0.5000000000000001,0
16,6,0,0,0,2,3.87,44.86,55.44,0.4901,12,9.87,1.8,0,0,1,-0.8660254037844385,-0.5000000000000004,0
5,0,0,0,0,2,4.22,7.1,30.48,0.6418,29,8.62,28.62,0,0,0,0.9659258262890683,0.25881904510252074,0
11,4,0,0,0,0,2.02,47.45,49.48,0.6183,11,5.83,41.68,0,0,0,0.258819045102521,-0.9659258262890682,0
11,4,0,0,0,0,1.75,54.88,59.43,0.4494,16,7.23,14.76,0,0,1,0.258819045102521,-0.9659258262890682,0
8,0,0,0,0,0,0.9,19.45,35.73,0.5113,12,4.05,31.78,0,0,0,0.8660254037844387,-0.4999999999999998,0
2,2,1,1,1,4,0.06,8.97,139.02,0.1689,1,39.8,340.35,0,1,1,0.49999999999999994,0.8660254037844387,1
13,1,0,0,0,0,1.77,34.16,41.73,0.4666,20,8.13,36.22,0,0,1,-0.2588190451025208,-0.9659258262890683,0
9,2,0,0,0,0,0.6,20.58,40.58,0.4332,9,1.67,11.09,0,0,1,0.7071067811865476,-0.7071067811865475,0
20,0,0,0,0,0,3.68,66.55,68.39,0.4887,15,2.85,9.2,0,0,0,-0.8660254037844386,0.5000000000000001,0
10,4,0,0,0,0,4.68,73.73,34.15,0.6627,2,9.05,15.99,1,0,1,0.49999999999999994,-0.8660254037844387,0
23,5,1,1,1,3,0.19,13.6,103.14,0.0913,3,38.64,614.44,0,1,0,-0.25881904510252157,0.9659258262890681,1
4,6,1,1,1,2,0.3,1.17,21.35,0.0235,4,38.83,397.14,1,0,1,0.8660254037844386,0.5000000000000001,1
11,3,1,1,0,0,4.8,80.41,35.94,0.3606,26,9.15,9.95,0,0,0,0.258819045102521,-0.9659258262890682,0
17,6,0,0,0,0,4.44,62.0,34.41,0.3977,27,9.16,19.47,0,0,0,-0.9659258262890683,-0.25881904510252063,0
0,4,1,1,1,3,0.74,8.72,122.64,0.0241,3,14.59,504.79,1,1,1,0.0,1.0,1
6,2,0,0,0,0,3.11,72.5,43.98,0.6199,15,8.43,19.06,0,0,0,1.0,6.123233995736766e-17,0
8,1,0,0,0,2,4.14,101.97,63.8,0.4333,19,7.21,19.89,0,0,2,0.8660254037844387,-0.4999999999999998,0
13,5,0,0,0,0,0.88,72.03,78.25,0.5907,3,6.09,29.31,0,0,0,-0.2588190451025208,-0.9659258262890683,0
14,4,0,0,0,0,2.18,54.56,45.65,0.525,9,3.7,33.03,0,0,0,-0.4999999999999997,-0.8660254037844388,0
7,6,0,0,0,0,0.75,82.98,72.74,0.3874,7,8.15,13.13,0,0,1,0.9659258262890683,-0.25881904510252063,0
21,1,0,0,0,0,2.05,13.46,70.98,0.4442,7,7.77,32.01,0,0,0,-0.7071067811865477,0.7071067811865474,0
15,6,1,1,0,1,0.78,14.69,37.4,0.2489,3,28.51,536.95,0,1,1,-0.7071067811865471,-0.7071067811865479,1
20,1,1,1,1,3,0.45,1.82,146.44,0.2121,4,49.69,501.19,0,0,0,-0.8660254037844386,0.5000000000000001,1
3,4,1,1,1,1,0.6,14.27,149.38,0.1721,2,33.74,462.95,1,1,1,0.7071067811865476,0.7071067811865476,1
16,4,0,0,0,0,2.19,5.47,49.24,0.3752,2,9.8,7.55,0,0,0,-0.8660254037844385,-0.5000000000000004,0
17,4,0,0,1,2,2.45,64.56,48.14,0.6638,25,8.8,1.65,1,0,1,-0.9659258262890683,-0.25881904510252063,0
18,4,1,1,0,2,0.04,8.18,141.12,0.2396,5,23.52,693.83,1,0,1,-1.0,-1.8369701987210297e-16,1
14,5,0,0,0,0,4.2,42.99,69.18,0.4109,4,6.56,36.0,0,0,0,-0.4999999999999997,-0.8660254037844388,0
20,2,1,1,1,2,0.98,11.17,66.17,0.1356,2,27.0,459.33,1,0,1,-0.8660254037844386,0.5000000000000001,1
9,4,0,0,0,0,2.53,34.49,68.68,0.491,14,7.16,15.29,1,0,0,0.7071067811865476,-0.7071067811865475,0
16,5,0,1,0,0,2.2,51.21,60.43,0.4467,18,2.18,8.44,0,0,1,-0.8660254037844385,-0.5000000000000004,0
3,1,0,0,0,0,4.59,19.04,38.48,0.437,13,8.42,47.99,0,0,0,0.7071067811865476,0.7071067811865476,0
17,2,0,0,0,0,4.26,28.79,69.3,0.5262,19,3.24,0.56,0,0,0,-0.9659258262890683,-0.25881904510252063,0
7,2,0,0,0,0,1.58,62.28,30.32,0.6883,9,7.02,45.77,0,0,1,0.9659258262890683,-0.25881904510252063,0
23,4,0,0,0,0,0.52,90.93,53.94,0.4976,24,3.21,24.1,0,0,0,-0.25881904510252157,0.9659258262890681,0
16,1,0,0,0,0,1.61,88.25,66.0,0.6339,15,8.73,19.2,0,0,0,-0.8660254037844385,-0.5000000000000004,0
8,3,0,0,0,1,3.98,15.68,60.64,0.5171,21,2.05,42.86,0,0,0,0.8660254037844387,-0.4999999999999998,0
2,5,1,1,0,4,0.81,6.46,103.36,0.0096,2,27.43,695.43,1,1,1,0.49999999999999994,0.8660254037844387,1
17,4,0,0,0,0,1.11,45.99,37.02,0.4383,4,6.09,15.64,0,0,0,-0.9659258262890683,-0.25881904510252063,0
21,5,0,1,0,0,1.91,5.89,63.29,0.3013,16,2.9,43.68,0,0,0,-0.7071067811865477,0.7071067811865474,0
21,1,1,1,1,4,0.17,3.45,19.43,0.2518,2,46.7,548.87,1,1,1,-0.7071067811865477,0.7071067811865474,1
17,2,0,0,0,1,4.27,51.27,31.48,0.6819,11,2.04,42.64,0,0,0,-0.9659258262890683,-0.25881904510252063,0
9,1,0,0,0,0,2.27,44.16,77.49,0.332,23,3.7,11.94,0,0,1,0.7071067811865476,-0.7071067811865475,0
17,1,0,0,0,0,1.48,5.6,73.24,0.3248,8,6.14,24.43,0,0,1,-0.9659258262890683,-0.25881904510252063,0
0,6,0,0,1,0,2.53,82.29,57.89,0.5413,25,8.11,2.28,0,0,0,0.0,1.0,0
18,6,0,0,1,0,1.47,36.83,70.75,0.6603,16,1.35,23.14,0,0,1,-1.0,-1.8369701987210297e-16,0
18,0,0,0,0,0,2.49,22.71,60.64,0.5849,3,4.05,2.5,1,0,0,-1.0,-1.8369701987210297e-16,0
9,0,0,0,0,0,0.91,38.17,55.08,0.5084,24,1.68,2.9,1,0,0,0.7071067811865476,-0.7071067811865475,0
8,5,1,1,1,3,0.7,11.97,139.07,0.1692,4,12.25,685.87,0,1,1,0.8660254037844387,-0.4999999999999998,1
0,0,0,0,0,0,0.51,41.38,60.35,0.3286,14,8.98,32.62,0,0,0,0.0,1.0,0
18,5,0,0,0,0,1.81,9.1,64.26,0.5588,9,5.51,17.5,0,0,0,-1.0,-1.8369701987210297e-16,0
12,6,0,0,0,0,1.88,101.15,33.76,0.4465,6,3.83,25.11,0,0,1,1.2246467991473532e-16,-1.0,0
9,3,0,0,0,0,4.02,56.0,61.1,0.5255,18,9.05,18.19,0,0,0,0.7071067811865476,-0.7071067811865475,0
17,0,0,0,0,0,4.35,105.32,65.09,0.3643,3,1.85,17.9,1,0,0,-0.9659258262890683,-0.25881904510252063,0
9,5,0,0,0,0,4.93,27.64,35.72,0.5589,5,5.99,29.91,0,0,0,0.7071067811865476,-0.7071067811865475,0
9,2,0,0,0,0,2.32,15.71,67.66,0.5157,28,8.15,23.47,0,0,1,0.7071067811865476,-0.7071067811865475,0
18,3,0,0,0,0,0.62,24.08,79.39,0.5388,26,7.86,11.08,0,0,0,-1.0,-1.8369701987210297e-16,0
18,4,0,0,1,0,1.71,75.45,78.58,0.5202,2,3.06,18.49,0,0,1,-1.0,-1.8369701987210297e-16,0
9,1,0,0,0,0,3.3,90.3,76.46,0.6846,10,5.24,47.06,0,0,0,0.7071067811865476,-0.7071067811865475,0
16,3,0,0,0,0,2.6,90.59,36.83,0.6739,20,1.98,35.14,0,0,1,-0.8660254037844385,-0.5000000000000004,0
3,6,1,1,1,2,0.87,4.92,117.42,0.023,4,11.18,456.75,1,1,2,0.7071067811865476,0.7071067811865476,1
22,3,0,0,0,0,2.09,31.03,62.26,0.6782,8,9.21,35.49,0,0,2,-0.5000000000000004,0.8660254037844384,0
17,5,0,0,0,0,2.96,42.45,35.83,0.4657,6,7.94,42.77,0,0,2,-0.9659258262890683,-0.25881904510252063,0
8,2,0,0,0,0,2.89,68.26,51.16,0.4238,11,2.67,33.4,1,0,1,0.8660254037844387,-0.4999999999999998,0
15,3,0,0,1,0,2.82,109.05,67.5,0.4582,21,9.02,36.26,0,0,1,-0.7071067811865471,-0.7071067811865479,0
7,0,0,0,0,0,2.45,100.5,39.48,0.4094,2,8.03,14.11,0,0,0,0.9659258262890683,-0.25881904510252063,0
7,5,0,0,0,0,2.55,52.75,62.68,0.5529,26,7.07,5.66,0,0,0,0.9659258262890683,-0.25881904510252063,0
11,5,0,1,0,0,2.96,26.78,68.23,0.3589,16,8.93,38.29,0,0,2,0.258819045102521,-0.9659258262890682,0
13,0,0,0,0,0,3.92,78.76,71.29,0.6423,26,4.42,42.38,0,0,0,-0.2588190451025208,-0.9659258262890683,0
22,5,1,1,1,3,0.09,3.69,22.54,0.2825,5,13.09,382.64,1,0,0,-0.5000000000000004,0.8660254037844384,1
9,1,0,0,0,0,0.93,109.83,74.46,0.5632,9,1.08,44.46,0,0,0,0.7071067811865476,-0.7071067811865475,0
8,5,0,0,0,0,1.26,88.73,37.22,0.3307,18,3.46,40.19,0,0,0,0.8660254037844387,-0.4999999999999998,0
19,1,0,0,0,0,2.88,116.29,37.92,0.644,15,2.54,18.11,0,0,1,-0.9659258262890684,0.2588190451025203,0
15,5,0,0,0,0,1.06,48.77,67.96,0.6406,5,5.69,22.76,0,0,1,-0.7071067811865471,-0.7071067811865479,0
8,2,0,0,0,0,3.68,103.12,67.41,0.6034,19,3.69,16.8,0,0,0,0.8660254037844387,-0.4999999999999998,0
16,3,0,0,0,0,1.58,72.35,47.28,0.4171,27,7.79,2.11,0,0,1,-0.8660254037844385,-0.5000000000000004,0
2,6,0,0,0,0,1.0,91.7,43.18,0.5445,27,4.28,41.51,0,0,1,0.49999999999999994,0.8660254037844387,0
17,1,0,0,1,0,1.24,41.49,68.24,0.3734,9,8.59,18.88,0,0,1,-0.9659258262890683,-0.25881904510252063,0
6,5,1,1,1,1,0.17,2.1,132.02,0.0463,3,17.79,391.88,0,1,2,1.0,6.123233995736766e-17,1
19,1,0,0,0,0,2.64,101.24,64.21,0.3577,6,4.34,31.28,0,0,0,-0.9659258262890684,0.2588190451025203,0
16,4,0,0,1,0,1.5,6.02,58.47,0.6241,28,2.49,35.29,0,0,0,-0.8660254037844385,-0.5000000000000004,0
10,1,0,0,0,0,4.29,75.35,32.82,0.4784,10,2.82,17.37,0,0,1,0.49999999999999994,-0.8660254037844387,0
19,1,1,1,0,3,0.88,13.52,78.52,0.184,5,14.58,452.31,1,0,1,-0.9659258262890684,0.2588190451025203,1
9,0,0,0,0,0,4.14,103.92,66.59,0.472,8,6.18,10.66,0,0,1,0.7071067811865476,-0.7071067811865475,0
18,4,0,1,1,0,4.52,108.13,30.5,0.5962,26,6.97,16.88,0,0,1,-1.0,-1.8369701987210297e-16,0
4,3,1,0,1,4,0.5,3.36,36.3,0.1595,2,33.15,366.32,0,1,1,0.8660254037844386,0.5000000000000001,1
4,5,0,0,1,0,3.29,45.1,63.4,0.558,29,6.41,9.28,0,0,1,0.8660254037844386,0.5000000000000001,0
18,5,0,1,1,0,3.35,35.38,79.71,0.6306,5,9.44,32.6,1,0,0,-1.0,-1.8369701987210297e-16,0
19,1,1,0,1,2,0.9,11.96,63.45,0.121,2,32.65,617.78,1,0,1,-0.9659258262890684,0.2588190451025203,1
21,5,0,0,1,1,2.54,114.16,60.5,0.3665,26,2.67,42.58,1,0,0,-0.7071067811865477,0.7071067811865474,0
20,3,0,0,0,0,2.72,64.34,30.21,0.4884,30,6.47,1.48,0,0,0,-0.8660254037844386,0.5000000000000001,0
17,5,0,0,0,0,1.27,36.99,41.91,0.541,10,4.74,34.01,0,0,1,-0.9659258262890683,-0.25881904510252063,0
6,4,0,0,0,0,4.64,89.45,48.3,0.6565,30,1.82,31.93,0,0,0,1.0,6.123233995736766e-17,0
20,0,0,0,0,0,3.07,67.72,51.27,0.67,6,4.15,1.83,0,0,1,-0.8660254037844386,0.5000000000000001,0
11,1,0,0,0,1,3.93,9.69,35.15,0.6338,7,7.38,27.13,0,0,0,0.258819045102521,-0.9659258262890682,0
18,6,0,0,0,0,1.75,94.15,62.97,0.3097,18,7.37,40.47,0,0,0,-1.0,-1.8369701987210297e-16,0
1,2,1,1,1,4,0.47,11.09,115.92,0.1223,5,23.95,471.89,1,1,1,0.25881904510252074,0.9659258262890683,1
13,3,0,0,0,0,1.2,27.79,65.01,0.4479,16,8.66,31.05,0,0,0,-0.2588190451025208,-0.9659258262890683,0
8,2,0,0,0,0,0.96,112.43,54.35,0.6547,5,2.87,16.5,0,0,2,0.8660254037844387,-0.4999999999999998,0
10,4,0,0,0,0,2.9,20.0,57.74,0.36,6,9.99,6.3,0,0,2,0.49999999999999994,-0.8660254037844387,0
14,0,1,0,0,0,3.18,113.54,52.26,0.4324,9,8.45,32.79,0,0,2,-0.4999999999999997,-0.8660254037844388,0
16,2,0,0,0,0,2.44,64.98,72.12,0.5687,8,9.96,20.4,0,0,1,-0.8660254037844385,-0.5000000000000004,0
12,0,1,1,1,2,0.56,8.29,75.58,0.1396,5,49.77,165.47,1,1,1,1.2246467991473532e-16,-1.0,1
7,6,1,1,0,0,0.73,11.28,99.92,0.143,1,20.06,138.58,1,0,0,0.9659258262890683,-0.25881904510252063,1
14,4,0,0,0,0,1.13,25.08,71.64,0.3741,18,9.49,22.84,0,0,1,-0.4999999999999997,-0.8660254037844388,0
21,1,1,1,1,5,0.55,9.17,125.2,0.117,3,31.72,663.36,0,1,0,-0.7071067811865477,0.7071067811865474,1
14,3,0,1,0,1,1.28,7.17,62.78,0.4663,30,9.07,26.83,1,0,0,-0.4999999999999997,-0.8660254037844388,0
18,3,0,0,1,0,2.53,112.03,65.11,0.3017,5,2.25,11.73,0,0,0,-1.0,-1.8369701987210297e-16,0
20,6,0,1,0,0,4.74,60.83,75.65,0.6589,4,1.32,14.26,0,0,1,-0.8660254037844386,0.5000000000000001,0
4,4,1,1,1,3,0.27,12.08,28.61,0.0922,2,40.15,689.59,1,1,0,0.8660254037844386,0.5000000000000001,1
18,5,0,0,0,1,3.12,85.87,61.23,0.4613,23,5.57,40.76,0,0,1,-1.0,-1.8369701987210297e-16,0
17,3,0,0,0,0,3.37,22.5,32.59,0.492,17,7.0,1.25,0,0,1,-0.9659258262890683,-0.25881904510252063,0
3,3,1,1,0,3,0.45,8.2,52.84,0.1253,3,24.06,637.56,0,1,1,0.7071067811865476,0.7071067811865476,1
18,3,0,0,0,0,2.62,31.62,66.16,0.6576,26,9.28,21.41,0,0,1,-1.0,-1.8369701987210297e-16,0
23,6,0,0,0,0,1.8,66.01,53.37,0.577,18,4.59,12.99,0,0,0,-0.25881904510252157,0.9659258262890681,0
14,0,0,0,0,0,1.19,114.84,76.72,0.4482,26,5.96,17.08,0,0,0,-0.4999999999999997,-0.8660254037844388,0
6,6,0,0,0,1,4.72,96.11,71.93,0.561,30,7.36,12.37,0,0,0,1.0,6.123233995736766e-17,0
17,1,1,0,0,0,2.32,50.33,47.3,0.6062,29,9.56,16.56,0,0,0,-0.9659258262890683,-0.25881904510252063,0
21,2,0,0,0,0,1.91,57.56,64.49,0.3151,23,7.16,31.22,0,0,1,-0.7071067811865477,0.7071067811865474,0
19,0,0,0,0,0,4.8,17.93,63.08,0.5583,19,4.62,7.67,0,0,0,-0.9659258262890684,0.2588190451025203,0
13,2,0,0,0,0,1.77,50.67,70.69,0.5733,26,7.37,42.29,0,0,1,-0.2588190451025208,-0.9659258262890683,0
13,4,0,0,0,0,3.13,114.55,78.14,0.5724,23,1.3,25.75,0,0,0,-0.2588190451025208,-0.9659258262890683,0
16,6,0,0,0,0,2.24,7.08,58.59,0.6068,30,5.51,6.99,0,0,1,-0.8660254037844385,-0.5000000000000004,0
22,4,0,0,1,0,1.51,68.61,78.58,0.5458,5,8.89,23.9,0,0,0,-0.5000000000000004,0.8660254037844384,0
13,5,0,0,0,0,4.3,98.78,46.68,0.5922,21,4.81,9.06,0,0,0,-0.2588190451025208,-0.9659258262890683,0
21,0,0,0,0,0,4.02,51.23,58.68,0.6761,11,3.57,20.13,0,0,1,-0.7071067811865477,0.7071067811865474,0
4,3,1,0,1,2,0.31,2.99,17.07,0.0005,2,25.45,307.49,1,1,1,0.8660254037844386,0.5000000000000001,1
23,2,0,1,1,1,0.55,9.44,19.3,0.0279,3,40.38,470.49,0,1,1,-0.25881904510252157,0.9659258262890681,1
20,4,0,0,0,0,1.44,57.7,62.05,0.4352,16,7.02,12.36,0,0,0,-0.8660254037844386,0.5000000000000001,0
17,0,0,0,0,0,4.29,6.36,45.62,0.5929,21,2.68,3.42,1,0,1,-0.9659258262890683,-0.25881904510252063,0
20,0,1,1,1,4,0.34,4.82,141.56,0.1059,4,12.23,570.22,0,1,2,-0.8660254037844386,0.5000000000000001,1
21,0,1,1,1,4,0.18,3.45,108.06,0.2165,5,21.01,262.28,1,1,2,-0.7071067811865477,0.7071067811865474,1
17,2,0,0,0,0,1.99,72.42,76.42,0.5231,18,5.48,14.29,0,0,0,-0.9659258262890683,-0.25881904510252063,0
21,1,0,0,0,0,1.92,26.15,78.53,0.5402,19,5.7,3.52,0,0,2,-0.7071067811865477,0.7071067811865474,0
17,2,0,0,0,0,3.66,34.01,36.44,0.4872,8,1.13,12.12,0,0,1,-0.9659258262890683,-0.25881904510252063,0
9,1,0,0,0,0,4.84,42.82,46.34,0.3497,3,9.95,5.87,0,0,1,0.7071067811865476,-0.7071067811865475,0
0,0,1,1,1,2,0.8,11.61,131.7,0.2043,2,14.09,133.15,0,1,0,0.0,1.0,1
1,3,0,0,0,0,3.1,46.94,32.66,0.4539,24,9.89,45.42,0,0,0,0.25881904510252074,0.9659258262890683,0
19,6,0,0,0,0,1.3,9.85,50.01,0.6267,5,6.34,4.54,0,0,1,-0.9659258262890684,0.2588190451025203,0
7,2,1,0,1,1,0.77,4.68,11.97,0.2562,3,23.2,618.18,1,1,2,0.9659258262890683,-0.25881904510252063,1
18,1,0,0,0,0,0.91,45.95,60.43,0.6387,11,3.76,25.64,0,0,0,-1.0,-1.8369701987210297e-16,0
11,5,0,1,1,5,0.18,11.37,66.69,0.137,2,31.9,440.14,1,1,1,0.258819045102521,-0.9659258262890682,1
12,3,0,0,0,0,3.66,33.37,42.26,0.6338,15,5.72,35.75,0,0,0,1.2246467991473532e-16,-1.0,0
9,3,0,0,0,0,3.86,20.57,59.63,0.3823,14,2.58,33.24,0,0,1,0.7071067811865476,-0.7071067811865475,0
8,5,1,0,1,0,4.76,46.03,31.23,0.674,29,9.51,4.79,0,0,0,0.8660254037844387,-0.4999999999999998,0
6,4,1,1,1,0,0.71,8.02,10.03,0.2742,2,35.63,265.6,1,1,1,1.0,6.123233995736766e-17,1
13,0,0,0,0,0,2.29,8.12,31.57,0.4043,22,8.35,32.94,0,0,0,-0.2588190451025208,-0.9659258262890683,0
2,6,0,1,1,4,0.83,8.81,43.09,0.0165,5,28.84,471.66,1,0,2,0.49999999999999994,0.8660254037844387,1
9,3,0,0,0,0,1.33,46.05,37.24,0.577,12,9.34,5.77,0,0,1,0.7071067811865476,-0.7071067811865475,0
16,5,0,1,0,0,3.68,110.57,44.76,0.6469,5,1.09,38.13,0,0,0,-0.8660254037844385,-0.5000000000000004,0
14,4,1,0,1,0,1.13,89.08,47.36,0.4548,2,4.33,23.44,0,0,0,-0.4999999999999997,-0.8660254037844388,0
9,5,0,0,0,0,4.06,37.48,58.89,0.3849,8,1.42,35.39,0,0,1,0.7071067811865476,-0.7071067811865475,0
0,0,1,1,0,2,0.74,11.32,13.35,0.029,4,16.55,101.29,1,1,2,0.0,1.0,1
21,5,0,0,0,1,2.14,101.87,61.83,0.4407,18,7.21,13.81,0,0,0,-0.7071067811865477,0.7071067811865474,0
2,1,1,0,0,3,0.65,3.49,41.65,0.047,3,42.49,441.88,1,0,0,0.49999999999999994,0.8660254037844387,1
12,2,0,0,0,0,1.95,24.67,65.99,0.4029,19,2.17,20.03,0,0,0,1.2246467991473532e-16,-1.0,0
14,4,0,0,0,0,1.41,69.44,34.23,0.3839,12,7.81,13.19,0,0,1,-0.4999999999999997,-0.8660254037844388,0
18,6,1,1,1,5,0.66,0.74,110.67,0.1837,2,20.23,492.72,1,1,1,-1.0,-1.8369701987210297e-16,1
20,3,0,0,0,1,3.85,62.41,49.64,0.5793,12,1.32,44.25,0,0,1,-0.8660254037844386,0.5000000000000001,0
17,0,0,0,1,0,2.3,59.11,38.41,0.4751,10,6.05,25.95,0,0,1,-0.9659258262890683,-0.25881904510252063,0
6,2,0,0,0,0,3.22,77.34,41.33,0.6887,27,7.57,37.68,0,0,1,1.0,6.123233995736766e-17,0
19,6,0,0,0,0,3.98,48.84,67.26,0.3968,4,5.38,25.19,0,0,0,-0.9659258262890684,0.2588190451025203,0
10,3,0,0,0,0,4.25,50.13,76.53,0.3048,7,2.01,4.16,0,0,0,0.49999999999999994,-0.8660254037844387,0
12,6,0,0,1,0,2.63,42.31,77.87,0.4287,20,3.42,10.73,0,0,0,1.2246467991473532e-16,-1.0,0
1,1,0,0,0,0,3.25,69.24,58.96,0.5387,9,4.82,43.03,0,0,2,0.25881904510252074,0.9659258262890683,0
8,0,0,0,0,0,3.78,117.78,66.95,0.5621,8,3.59,16.29,0,0,0,0.8660254037844387,-0.4999999999999998,0
14,5,0,0,1,1,2.26,99.8,51.13,0.3883,27,6.65,13.02,1,0,1,-0.4999999999999997,-0.8660254037844388,0
16,6,0,0,0,0,1.4,66.01,74.5,0.6707,9,7.51,2.44,0,0,1,-0.8660254037844385,-0.5000000000000004,0
15,3,0,0,0,0,4.91,57.79,65.61,0.4487,15,8.4,14.52,0,0,1,-0.7071067811865471,-0.7071067811865479,0
4,5,0,0,0,0,1.31,90.75,30.32,0.462,6,6.82,47.72,0,0,0,0.8660254037844386,0.5000000000000001,0
10,0,0,0,0,0,3.34,109.94,66.46,0.6103,21,1.49,43.31,0,0,1,0.49999999999999994,-0.8660254037844387,0
7,5,1,1,0,0,0.68,6.37,48.88,0.2882,5,35.89,115.36,1,1,0,0.9659258262890683,-0.25881904510252063,1
9,4,0,1,0,0,2.84,72.31,61.84,0.6469,2,3.72,18.02,0,0,2,0.7071067811865476,-0.7071067811865475,0
22,6,0,1,1,3,0.54,3.5,44.9,0.0084,4,42.77,218.35,1,1,2,-0.5000000000000004,0.8660254037844384,1
20,4,0,0,0,0,0.91,104.32,50.36,0.5665,25,7.63,47.51,0,0,1,-0.8660254037844386,0.5000000000000001,0
4,6,0,0,0,0,1.69,88.59,60.73,0.3738,18,9.32,5.58,0,0,0,0.8660254037844386,0.5000000000000001,0
23,6,0,0,1,0,3.18,21.14,65.38,0.3837,8,2.67,26.0,0,0,0,-0.25881904510252157,0.9659258262890681,0
14,6,0,0,0,1,2.64,71.35,59.83,0.6646,27,2.39,8.44,0,0,0,-0.4999999999999997,-0.8660254037844388,0
22,5,0,0,0,1,0.86,17.84,59.66,0.4327,15,3.6,36.74,0,0,1,-0.5000000000000004,0.8660254037844384,0
9,1,0,0,1,1,3.21,16.6,40.22,0.6695,10,4.99,30.22,0,0,1,0.7071067811865476,-0.7071067811865475,0
12,1,1,1,0,1,0.88,7.39,134.21,0.028,5,35.08,534.76,1,0,0,1.2246467991473532e-16,-1.0,1
18,3,0,1,0,2,0.92,21.86,50.14,0.5734,18,7.53,9.11,0,0,0,-1.0,-1.8369701987210297e-16,0
1,3,0,0,0,0,3.73,9.3,39.88,0.6678,18,7.35,41.79,0,0,1,0.25881904510252074,0.9659258262890683,0
14,2,0,0,0,0,3.48,21.05,65.16,0.3151,2,8.68,41.83,0,0,1,-0.4999999999999997,-0.8660254037844388,0
19,2,0,0,0,0,2.92,96.3,75.23,0.5562,7,2.78,45.78,0,0,1,-0.9659258262890684,0.2588190451025203,0
2,6,0,0,0,0,0.98,61.98,33.46,0.4523,7,1.58,19.65,0,0,0,0.49999999999999994,0.8660254037844387,0
8,2,0,0,1,0,2.52,16.06,66.87,0.3029,23,1.12,40.7,0,0,1,0.8660254037844387,-0.4999999999999998,0
8,2,0,0,0,2,2.09,15.65,77.28,0.3279,10,7.63,47.86,0,0,0,0.8660254037844387,-0.4999999999999998,0
16,0,0,1,1,0,0.65,10.84,56.59,0.3526,6,6.24,3.22,0,0,0,-0.8660254037844385,-0.5000000000000004,0
